time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
8.919974,-1.001931,0.000351,-0.000943,0.000000
8.924976,-1.001933,0.000203,-0.000003,0.000000
8.929978,-1.001930,0.000340,0.000779,0.000000
8.934980,-1.001924,0.000288,0.001462,0.000000
8.939982,-1.001916,0.000070,0.001698,0.000000
8.944984,-1.001908,-0.000019,0.001483,0.000000
8.949986,-1.001901,-0.000087,0.001327,0.000000
8.954988,-1.001896,-0.000196,0.000813,0.000000
8.959991,-1.001893,-0.000010,0.000691,0.000000
8.964993,-1.001889,0.000011,0.000754,0.000000
8.969995,-1.001884,0.000252,0.001249,0.000000
8.974997,-1.001876,0.000240,0.001934,0.000000
8.979999,-1.001866,0.000132,0.002131,0.000000
8.985001,-1.001855,0.000068,0.002299,0.000000
8.990003,-1.001842,0.000098,0.002529,0.000000
8.995005,-1.001830,0.000003,0.002517,0.000000
9.000007,-1.001818,-0.000031,0.002394,0.000000
9.005009,-1.001806,-0.000167,0.002223,0.000000
9.010011,-1.001796,-0.000155,0.001872,0.000000
9.015013,-1.001786,0.000077,0.002143,0.000000
9.020015,-1.001775,-0.000007,0.002105,0.000000
9.025017,-1.001765,0.000042,0.002161,0.000000
9.030019,-1.001754,-0.000093,0.002025,0.000000
9.035021,-1.001745,-0.000016,0.001934,0.000000
9.040023,-1.001735,-0.000019,0.001933,0.000000
9.045025,-1.001725,-0.000068,0.002036,0.000000
9.050027,-1.001714,0.000142,0.002351,0.000000
9.055029,-1.001702,0.000017,0.002409,0.000000
9.060031,-1.001690,-0.000063,0.002263,0.000000
9.065033,-1.001680,-0.000113,0.002087,0.000000
9.070035,-1.001669,0.000026,0.002139,0.000000
9.075037,-1.001659,-0.000077,0.002049,0.000000
9.080039,-1.001649,-0.000116,0.001850,0.000000
9.085041,-1.001641,-0.000192,0.001564,0.000000
9.090043,-1.001634,-0.000255,0.001040,0.000000
9.095045,-1.001629,0.000136,0.001060,0.000000
9.100047,-1.001625,-0.000050,0.000899,0.000000
9.105049,-1.001622,-0.000472,-0.000028,0.000000
9.110051,-1.001627,-0.000638,-0.001468,0.000000
9.115053,-1.001638,-0.000583,-0.002661,0.000000
9.120055,-1.001655,-0.000632,-0.004085,0.000000
9.125057,-1.001680,-0.000561,-0.005461,0.000000
9.130059,-1.001710,-0.000283,-0.006282,0.000000
9.135061,-1.001744,-0.000307,-0.007147,0.000000
9.140063,-1.001781,-0.000256,-0.007747,0.000000
9.145065,-1.001819,0.000256,-0.007382,0.000000
9.150067,-1.001854,0.000284,-0.006655,0.000000
9.155069,-1.001887,0.000179,-0.006320,0.000000
9.160071,-1.001918,-0.000119,-0.006346,0.000000
9.165073,-1.001950,-0.000041,-0.006479,0.000000
9.170075,-1.001982,0.000226,-0.006187,0.000000
9.175077,-1.002011,0.000228,-0.005543,0.000000
9.180079,-1.002036,0.000306,-0.004678,0.000000
9.185081,-1.002056,0.000310,-0.003586,0.000000
9.190084,-1.002070,0.000455,-0.002519,0.000000
9.195086,-1.002082,0.000303,-0.001968,0.000000
9.200088,-1.002089,0.000258,-0.001308,0.000000
9.205090,-1.002093,0.000436,-0.000401,0.000000
9.210092,-1.002094,0.000206,0.000114,0.000000
9.215094,-1.002090,0.000371,0.001056,0.000000
9.220096,-1.002082,0.000391,0.002108,0.000000
9.225098,-1.002067,0.000646,0.003640,0.000000
9.230100,-1.002045,0.000536,0.005059,0.000000
9.235102,-1.002014,0.000660,0.006808,0.000000
9.240104,-1.001975,0.000787,0.008689,0.000000
9.245106,-1.001926,0.000571,0.010288,0.000000
9.250108,-1.001870,0.000601,0.011685,0.000000
9.255110,-1.001808,0.000673,0.013213,0.000000
9.260112,-1.001737,0.000602,0.014825,0.000000
9.265114,-1.001657,0.000821,0.016632,0.000000
9.270116,-1.001568,0.000829,0.018844,0.000000
9.275118,-1.001467,0.000695,0.020838,0.000000
9.280120,-1.001357,0.000667,0.022648,0.000000
9.285122,-1.001240,0.000435,0.023995,0.000000
9.290124,-1.001116,0.000531,0.025285,0.000000
9.295126,-1.000987,0.000409,0.026251,0.000000
9.300128,-1.000854,0.000191,0.026823,0.000000
9.305130,-1.000718,0.000144,0.027292,0.000000
9.310132,-1.000580,0.000138,0.027910,0.000000
9.315134,-1.000438,0.000289,0.028733,0.000000
9.320136,-1.000293,0.000154,0.029410,0.000000
9.325138,-1.000142,0.000373,0.030533,0.000000
9.330140,-0.999987,0.000388,0.031702,0.000000
9.335142,-0.999824,0.000439,0.032977,0.000000
9.340144,-0.999657,0.000157,0.033645,0.000000
9.345146,-0.999487,0.000242,0.034342,0.000000
9.350148,-0.999314,0.000148,0.034790,0.000000
9.355150,-0.999139,0.000014,0.034991,0.000000
9.360152,-0.998965,-0.000063,0.034954,0.000000
9.365154,-0.998791,-0.000162,0.034759,0.000000
9.370156,-0.998619,-0.000399,0.034043,0.000000
9.375158,-0.998450,-0.000332,0.033433,0.000000
9.380160,-0.998284,-0.000204,0.033069,0.000000
9.385162,-0.998121,-0.000248,0.032621,0.000000
9.390164,-0.997957,-0.000066,0.032692,0.000000
9.395166,-0.997794,-0.000153,0.032552,0.000000
9.400168,-0.997633,-0.000290,0.032129,0.000000
9.405170,-0.997475,-0.000487,0.031237,0.000000
9.410172,-0.997322,-0.000523,0.030169,0.000000
9.415174,-0.997174,-0.000511,0.029160,0.000000
9.420177,-0.997030,-0.000465,0.028380,0.000000
9.425179,-0.996891,-0.000504,0.027431,0.000000
9.430181,-0.996757,-0.000487,0.026318,0.000000
9.435183,-0.996629,-0.000469,0.025264,0.000000
9.440185,-0.996505,-0.000327,0.024590,0.000000
9.445187,-0.996383,-0.000275,0.024164,0.000000
9.450189,-0.996264,-0.000264,0.023845,0.000000
9.455191,-0.996146,-0.000352,0.023260,0.000000
9.460193,-0.996031,-0.000221,0.023012,0.000000
9.465195,-0.995916,-0.000186,0.022845,0.000000
9.470197,-0.995804,-0.000514,0.021960,0.000000
9.475199,-0.995697,-0.000316,0.021332,0.000000
9.480201,-0.995592,-0.000387,0.020780,0.000000
9.485203,-0.995490,-0.000375,0.020112,0.000000
9.490205,-0.995391,-0.000441,0.019264,0.000000
9.495207,-0.995298,-0.000609,0.018169,0.000000
9.500209,-0.995211,-0.000564,0.017008,0.000000
9.505211,-0.995130,-0.000791,0.015435,0.000000
9.510213,-0.995058,-0.000777,0.013888,0.000000
9.515215,-0.994994,-0.000911,0.012113,0.000000
9.520217,-0.994938,-0.000863,0.010350,0.000000
9.525219,-0.994891,-0.000581,0.009075,0.000000
9.530221,-0.994849,-0.000668,0.007751,0.000000
9.535223,-0.994814,-0.000673,0.006474,0.000000
9.540225,-0.994786,-0.000716,0.005020,0.000000
9.545227,-0.994766,-0.000608,0.003651,0.000000
9.550229,-0.994750,-0.000473,0.002713,0.000000
9.555231,-0.994740,-0.000539,0.001717,0.000000
9.560233,-0.994734,-0.000529,0.000767,0.000000
9.565235,-0.994733,-0.000424,-0.000146,0.000000
9.570237,-0.994736,-0.000462,-0.001043,0.000000
9.575239,-0.994745,-0.000574,-0.002161,0.000000
9.580241,-0.994760,-0.000617,-0.003548,0.000000
9.585243,-0.994781,-0.000593,-0.004755,0.000000
9.590245,-0.994809,-0.000555,-0.005999,0.000000
9.595247,-0.994841,-0.000370,-0.006875,0.000000
9.600249,-0.994878,-0.000418,-0.007642,0.000000
9.605251,-0.994919,-0.000394,-0.008328,0.000000
9.610253,-0.994962,-0.000287,-0.008907,0.000000
9.615255,-0.995009,-0.000409,-0.009714,0.000000
9.620257,-0.995060,-0.000443,-0.010605,0.000000
9.625259,-0.995115,-0.000380,-0.011304,0.000000
9.630261,-0.995174,-0.000299,-0.011931,0.000000
9.635263,-0.995234,-0.000109,-0.012179,0.000000
9.640265,-0.995296,-0.000197,-0.012358,0.000000
9.645267,-0.995359,-0.000276,-0.012867,0.000000
9.650270,-0.995425,-0.000211,-0.013333,0.000000
9.655272,-0.995492,-0.000138,-0.013562,0.000000
9.660274,-0.995562,-0.000299,-0.014053,0.000000
9.665276,-0.995634,-0.000512,-0.014888,0.000000
9.670278,-0.995712,-0.000476,-0.015991,0.000000
9.675280,-0.995794,-0.000389,-0.016867,0.000000
9.680282,-0.995882,-0.000461,-0.017851,0.000000
